,index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
1654,1711,"USER USER Lah terserah gua dong, gua kan mau ngatain cebong. . Haha Lucu banget cebong kapir satu ni , awalnya sok iye ujuk2 ngasih data pengen kelihatan pinter di mata cebong2 yang lain haha, gak sadar dia keceplosan keterusan ngatain agama i",1,1,1,0,1,0,0,0,0
1655,12172,"RT USER: Lengkap sudah penderitaan\n\nGa bisa pakai kontol.\nPakai tangan\n\nPas pakai tangan, cewe nya kesakitan. URL",0,1,0,0,0,0,0,0,0
1656,12927,"BANG BANG ITU JUBIR UDAH KAYA JABLAY GEGAROTAN YA, ITUMAH JABLAY YANG SUKA LU PAKE KALI USER'",1,1,1,0,0,0,0,0,1
1657,12450,USER Gubernur Indonesia sangat membanggakan. Sangat wibawa sebagai pemimpin.,0,0,0,0,0,0,0,0,0
1658,8157,19.Endingnya adlh KHILAFAH yg ditempuh dgn bikin partai. Penerus DI/TII ini sama bahayanya dgn ideologi komunis USER USER,1,0,0,1,0,1,0,0,0
1659,1517,USER Mana saya tau saya kan Yahudi.',0,0,0,0,0,0,0,0,0
1660,3562,"USER Bagi Jokowi yg penting membuat pencitraan dulu krn pilpres sudah dekat, perkara harga saham kemahalan dan ada point2 prinsip yg blm disepakati dll, itu urusan nanti setelah pilpres. Metode kerja rezim Jokowi kan seperti itu.'",1,0,1,0,0,0,0,0,1
1661,11688,"USER Jadi mandang orang lewat agama. Kaya biasanya gw gakpernah peduli ama agama orang. Trs jadi ada tulisan ""dia kristen"" di jidat dia kalo gw deket dia. Langsung nyes trs kepikiran ""haruskah gw move?""'",0,0,0,0,0,0,0,0,0
1662,2875,Cuk bangun USER mau bubur tai ayam ga?!',0,1,0,0,0,0,0,0,0
1663,6547,RT USER Harusnya DPR di bubarkan saja..g ada fungsinya..menghabiskan aggaran saja..ladang korupsi.uang mahar lah..,1,0,0,1,0,0,0,0,1
1664,1446,USER gausah sok cool gitu ngetik jutek. ga cocok udik bgt',1,1,1,0,0,0,0,0,1
1665,7798,Gue berharab banget kemarin dia mati dan Yang lain berharap Setya Novanto Mati pas sakit kemarinn siapa lagi? setyanovanto USER,1,0,1,0,0,0,0,0,1
1666,1705,"Coba kalo prabowo,sampe level OB aja bakal disebut perannya,jokowi ini hanya klaim saja,turunkan!!! URL",1,0,1,0,0,0,0,0,1
1667,708,punya otak? taruh dimana? pasti taruh di congor lo kan?',1,1,1,0,0,0,0,0,1
1668,10049,USER Kucing rumahan emng gitu ka \xf0\x9f\x98\x81 kerjaannya makan tidur maen eek pipis.\nKek rang kaya wkwk',0,0,0,0,0,0,0,0,0
1669,3725,USER adanya ngentod',0,1,0,0,0,0,0,0,0
1670,10085,"USER memek ,, eh mewek \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85'",0,1,0,0,0,0,0,0,0
1671,6302,"Kejar setoran ke cina sebelum pak Djarot lengser. Rezim jongos cina sangat membahayakan bangsa & negara, hukum, UU dan Konstitusi dilabrak",1,1,1,0,0,1,0,0,0
1672,12699,"USER USER USER Pria Isis make burka untuk menghindar dan lari dr peperangan dan surga yg d janjikan lo diam membisu\n\n&amp; dr mana lo tau dia pria?tidak punya tv ye?nggak nonton wawancara wanita pemelihara hewan anjing itu?\nLo bukan gembel warnet kan?silahkan buka youtube deh,biar lo dgar suaranya'",0,1,0,0,0,0,0,0,0
1673,1342,Mungkin jika Presiden USER hanya 'membangun' Jawa maka beliau tidak perlu diserang berbagai isu miring (sudah menjadi 'kebiasaan')! Tapi Indonesia bukan hanya Jawa. Saya setuju dengan Pak USER USER USER USER USER,0,0,0,0,0,0,0,0,0
1674,4926,USER Pokonya ganti p\nOk\nTidak akan ikut2an cebong',1,1,0,1,0,0,0,0,1
1675,10988,klik,0,0,0,0,0,0,0,0,0
1676,12760,USER Klo manusia kapir twit nya spt ini \xf0\x9f\x91\x86',1,1,1,0,0,0,0,0,1
1677,12557,USER Juventus adalah budaya turun temurun ya teh..ð???ð???ð???,0,0,0,0,0,0,0,0,0
1678,1662,lagi jadi pendengar dialog yahudi dan israel versi katanya katanya \xf0\x9f\x98\xb3\xf0\x9f\x98\xb3',0,0,0,0,0,0,0,0,0
1679,8846,USER \xe2\x80\x9clo cina ya?\xe2\x80\x9d tapi pake nada yg anu. hm. //',0,0,0,0,0,0,0,0,0
1680,11730,"USER USER USER USER yg lucu itu di saat lo salah rumah, dsni bukan rumah penjilat, sono jilat junjungan lo, dasar cebong ahaha'",1,1,1,0,0,0,0,0,1
1681,6528,Memek udah basah nih mas \xf0\x9f\x98\x89',0,1,0,0,0,0,0,0,0
1682,7405,"Namun dengan kondisi ekonomi nasional yang terbatas setelah penggantian kekuasaan, pemerintah segera mengambil langkah strategis dengan mengeluarkan Undang-undang Modal Asing (UU No. 1 Tahun 1967).\n#Freeport51'",0,0,0,0,0,0,0,0,0
1683,3506,semua sok peduli ROHINGYA,1,0,0,1,0,0,0,0,1
1684,11933,"Nach, tuh..; Tidak terjadi di Indonesia ajach, kan..; Di Suadi Arabia seorang Ulama juga kena cekal..",0,0,0,0,0,0,0,0,0
1685,6627,"Minggu pertama digitasi\nMinggu kedua rektifikasi, updating pbb, layouting pbb\nMenyenangkan sekali kp disini\nBisa belajar mapinfo, globalmapper, arcgis sama autocad dimana saya cacat di apps tersebut'",0,0,0,0,0,0,0,0,0
1686,2633,USER Terbukti kampus kerakyatan. Kampus lain mu ngkin ga kepikiran jamban',0,0,0,0,0,0,0,0,0
1687,3136,"Kata mama ""orang sombong itu temenya SETAN"" jadi jangan salahin gue, kalo gue gak mau temenan sama orang sombong kek lo!!'",1,1,1,0,0,0,0,0,1
1688,12486,Mantappppppp....,0,0,0,0,0,0,0,0,0
1689,5818,USER kudikasi tau orang karena ngerasa gakan masup dan taunya masuk Ekonomi Salah Pilih,0,0,0,0,0,0,0,0,0
1690,6964,USER USER USER USER Emang ga bisa kasis referensi ust2 yg agak bermutu gitu ya\nMasa ust yg ditanya nya kalangan kalian2\nCoba referensi nya ust syafiq riza ust bachtiar nasir ust tengku zulkarnain aa gym ..kan banyak \nKalau k,0,0,0,0,0,0,0,0,0
1691,3388,"Gaes; Hanya Presiden USER yang blusuk an dihampir seluruh pelosok Negri ini.; ; Jokowi mendengar langsung Keluhan dan Keinginan warganya serta mengecek sendiri Program Pemerintah; ; Nih video; Pemimpin yg Duduk sama Rendah, Berdiri sama tinggi bersama R",0,0,0,0,0,0,0,0,0
1692,10634,USER ohiya maaf ya setan',1,1,1,0,0,0,0,0,1
1693,1608,hahaha idiot bilang kpd orang2 kafir terurama para nasrani pendukung2 ahok kafir jangan memasuki wilayah2 syariat islam,1,1,0,1,1,0,0,0,0
1694,783,"WASPADA JATENG!!!; Indikasi akan ada mobilisasi massa dri luar jateng untk tamasya pilkada!!!; ; ""Temuan Panwas Brebes, Ada 1 NKK dengan 946 Anggota Keluarga""; USER; USER USER USER USER USER USER",0,0,0,0,0,0,0,0,0
1695,9888,USER Ente bajingan rampok negara',1,1,1,0,0,0,0,0,1
1696,7461,Kaum 1/2 kapir semakin radikal menyerang pusat pertahanan umat Islam. Kaum 1/2 kapir percaya dg otak junk food nya yg kapasitasnya zero\nWaspada adu domba kaum 1/2 kapir',1,1,0,1,1,0,0,0,0
1697,3029,USER USER Emang dasar kecoa goblog! Ngambil uang simpanan dibank dan dikelola bank tanpa seizin yg nabung koq dibilang maling',1,1,1,0,0,0,0,0,1
1698,10685,USER Emang iya. Makanya corgidan semua berharap dia jd DJ atau MC aja. Kalo pun reality show yang duduk2 malas saja. Jangan kek JR yg jalan kmana2. Kalo dpt drama yg kalem2 aja. Pokoknya yg ga bikin susah dia soalnya udh pada tau aron kan ada,0,0,0,0,0,0,0,0,0
1699,8455,USER bagus anjir buat lockscreen\xe2\x9d\xa4',0,1,0,0,0,0,0,0,0
1700,11551,USER Dari pantat sapi',0,0,0,0,0,0,0,0,0
1701,4301,"USER ada yg maling duit waktu olahraga dan keciduk sampe skrg gada yg nemenin dia, mampuy kampang bgt jd orang'",1,1,1,0,0,0,0,0,1
1702,5811,"RT USER: Saat Pimpin Salat, Kepala Imam Masjid Sidoarjo Dipukul Kapak\n\nSemoga murni tindakan kriminal bukan kerjaan orang gila lagi\nh\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1703,13008,"USER, Jangan hanya menegur org yg ngomong 'Cebong-Kampret'\nKalau Berani tegur tuh,\nyg ngomong 'Kutil Babi-Jokodok'\nUSER USER USER""",1,1,1,0,0,0,0,0,1
1704,6963,USER Skrng lagi mahal haha mmg harg yahudi',0,1,0,0,0,0,0,0,0
1705,4216,Liat diri sendiri pa jok masih belum becus ngurusin negara kok udah sombong *sodorin kaca URL,1,0,1,0,0,0,0,0,1
1706,11827,USER Kau cuma pandai jilat pantat penguasa udh pandai pula kau nantangin org.....dasr pelacur politik...',1,1,1,0,0,0,0,1,0
1707,6867,Inkonsistensimu lucu.,0,0,0,0,0,0,0,0,0
1708,11223,USER brengsek lu gua tak mau di sontot sama sofil',1,1,1,0,0,0,0,0,1
1709,8400,2) BHINEKA MENURUT ISLAM ITU ARTINYA MEMPERLAKUKAN KAFIR SEBAGAI DHIMMI YANG HAKNYA DIINJAK-INJAK,1,0,0,1,1,0,0,0,0
1710,8076,Median: Mayoritas Rakyat Tak Ingin Jokowi Jadi Presiden Lagi; #2019GantiPresiden,1,0,1,0,0,0,0,0,1
1711,13152,Rizieq shihab fpi jancok asu kontol tempek anjing babi bajingan bangsat lonte balon banci bencong taek cabul pengecut cok teroris bubarkan ormas fpi #HTIMakar',1,1,0,1,1,0,0,1,0
1712,9150,Banyak yg membela PKI bermunculan dan kebanyakan para Pembela rezim dan pembela ahox . Komunis cina sangat berperan .waspada DaruratPKI,1,0,0,1,0,1,0,0,0
1713,7078,USER Yah namanya juga panasbung',0,0,0,0,0,0,0,0,0
1714,5803,"USER Mengajak terjun langsung dlm kehidupan nyata masyarakat dg melatih kepekaan sosial budaya, ekonomi, politik dll, untk meningkatkan IPK (indek pengembangan kolektiv) mulai diterapkan, tdk melulu prestasi kumulativ theorikal",0,0,0,0,0,0,0,0,0
1715,6600,"Provinsi Gorontalo dengan visi dan misi Gubernur menjadikan sektor perikanan dan kelautan sebagai salah satu program prioritas dalam peningkatan ekonomi kerakyatan, dimana pembangunan sektor perikanan dan kelautan diharapkan",0,0,0,0,0,0,0,0,0
1716,2509,#rlp yeoja tantik culik gw donk bawa ke rumah luh .gw nguntungin lo. tar bisa ngentot spuas nya truz bisa di sembelehin ndiri kok',0,1,0,0,0,0,0,0,0
1717,11731,RT USER: RT USER: RT USER: RT USER: RT USER: Mantab gubernur pilihan kalian brð???ð??? ; USER; USER; USER; USER; USER; pdhal kebersihan itu sebagian dr iman. Jd ragu dgn imanx Anies and sandi,0,0,0,0,0,0,0,0,0
1718,8446,"USER USER Kuy lah, adek gua sarap kaga?'",0,1,0,0,0,0,0,0,0
1719,7553,"Lain kali jangan hanya pencopotan spanduknya, Pak.; Tangkap juga mrk yg masang supaya ada konsekwensi dr perbuatan tercela semacam itu.; ; #BravoPolri; ;",0,0,0,0,0,0,0,0,0
1720,7686,Mantan menteri hrsnya jaga wibawa.bknnya turunkan berita HoaX!yg buat ribut itu asli kalian!hbs itu USER yg disalahkan USER oon!,1,0,1,0,0,0,0,0,1
1721,6804,"USER Wadaauuuwwww.. Woii kalem woii,sabar sabar nunggu setahun maning.. Gegara si sifit keparat yg kebal hukum,emosi rakyat jadi tak trkendali..jejangan ini bagian dr strategi mrk.'",1,1,1,0,0,1,0,0,0
1722,10074,"USER USER Kafir jelas musuh, Munafiq membunuh dari dalam'",1,1,1,0,0,0,0,0,1
1723,12519,"USER nganggur tuh 1 lobang, sini titit abang yang masuk'",0,1,0,0,0,0,0,0,0
1724,4620,USER USER USER USER USER USER Anjir mainan jaaman sd \xf0\x9f\x91\x8c',0,1,0,0,0,0,0,0,0
1725,7719,USER Anjing menggonggong anies jalan terus,1,1,1,0,0,0,0,0,1
1726,12374,RT USER USER Video lengkap ada di Youtube yak 30 menit sekian dan mejelekkan SBY. Elo cari aja STRATEGI PRABOWO.,1,0,1,0,0,0,0,0,1
1727,2677,USER Brisik ni setan terkutuk',1,1,1,0,0,0,0,0,1
1728,1295,USER WONG EDAN KOE',1,1,1,0,0,0,0,0,1
1729,7495,Nih sobat salah satunya kelebihan presiden kita USER .; Ketatnya pengawasan oleh jokowi terhadap pengembangan proyek strategis nasional harus betul2 di laksanakan dengan tepat di lapangan.; Tujuan protek ini adalah untuk menekan ketimpangan sosial antar,0,0,0,0,0,0,0,0,0
1730,8540,USER yg kalem lah kntl !!!!',1,1,1,0,0,0,0,1,0
1731,281,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER dia doyan nete un jadi maklumin',0,1,0,0,0,0,0,0,0
1732,2483,kesel tai army kepalanya gede2 bener URL,0,1,0,0,0,0,0,0,0
1733,2447,kita bukan takut kita cuma mau ganyang pki bahaya kalo embrio iblisnya berkembang biak,1,0,0,1,0,1,0,0,0
1734,7735,Anak dki jakarta banget lah yaa USER 21 tahun saya Berfoto bersama Wakil Gubernur DKI JAKARTA,0,0,0,0,0,0,0,0,0
1735,4266,Bingung euy... profesor doktor bicara ga jelas sing penting turunkan jokowi,1,0,1,0,0,0,0,0,1
1736,11754,"Gausah kepedean bilang kamu bs sembuhin, lu punya titit, bukan meki'",0,1,0,0,0,0,0,0,0
1737,5933,"Rezim dablek... Ngutang udah banyak, mau pake dana haji pula..... lengserkan jokowi",1,1,1,0,0,0,0,0,1
1738,1658,"USER Maklum gua korea ori, jadi sipit'",0,0,0,0,0,0,0,0,0
1739,10779,"Ya Allah, seorang hafidz nan mujahid saja bisa Kau angkat nikmat imannya berbalik murtad jika sudah ditetapkan murtad.\nApalagi hamba yang banyak cacat ini. Tak\npunya amal andalan.'",0,0,0,0,0,0,0,0,0
1740,9282,Mahakarya Gebyar Pesona Budaya Garut (GPBG 2018),0,0,0,0,0,0,0,0,0
1741,12085,USER Ini juga merembet ke ketersediaan bea siswa pemerintah asing...',0,0,0,0,0,0,0,0,0
1742,9722,USER USER duh disini saya gak bisa berhenti mengucap CEBONG DONGO itu fakta bukti nya banyak \xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1
1743,12714,"USER Itu oknum polisi yg menganiaya seorang Ibulagi mabok Mak, habis minum kencing Onta. \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81'",1,1,1,0,0,0,0,0,1
1744,5990,"Menyoal wacana Pilkada Tidak Langsung Ilustrasi: Pekerja memasang alat peraga kampanye (APK) dua paslon peserta Pilkada Padang 2018 yang disediakan KPU, di Ulakkarang, Padang, Sumatera Barat, Senin (26/3). Pemerintah bersama DPR menggulirkan wacana reviâ?¦",0,0,0,0,0,0,0,0,0
1745,7646,USER Dosen UI Ade Armando Kembali Dipolisikan Terkait Penodaan Agama Denny mempersoal,0,0,0,0,0,0,0,0,0
1746,5137,RT USER: #Nomor2Koruptor negeri para korup diasuh cino babi URL,1,1,0,1,0,1,0,0,0
1747,11414,"USER USER Data kecurangannya dimana bro klik linknya donk biar pada tau kalau jkw curang,klo terbukti curang mestinya dulu prabocor menang dlm sidang gugatan bro,lha saksi aja dagelan pada umbar lucu2an kok dibilang curang,bner kata fahri#",1,1,1,0,0,0,0,0,1
1748,5054,USER USER Kalau felix pilih agama tinggalkan negara ini.,1,0,1,0,0,0,0,0,1
1749,7333,Bila hilang budaya malumu lakukanlah apa saja yang kamu kehendaki. (HR. Bukhari),0,0,0,0,0,0,0,0,0
1750,0,- disaat semua cowok berusaha melacak perhatian gue. loe lantas remehkan perhatian yg gue kasih khusus ke elo. basic elo cowok bego ! ! !',1,1,1,0,0,0,0,0,1
1751,7184,"USER Gemuk itu alamiah nder wajar gendutan kalo emg sedang nafsu makan. Dan btw gendut gacuma berasal karna banyak makan, bisa jg hormon, penyakit, genetik dll. Jadi jangan rendah diri dan mungkin bisa sambil olahraga dan jaga pola makan supaya se",0,0,0,0,0,0,0,0,0
1752,3557,"yg beda paham harus di kuliti/Tangkap, itu si cina",1,0,0,1,0,1,0,0,0
1753,7621,"Abraham Samad Ogah Menteri, Namun Mau Dicalonkan Jadi Presiden",0,0,0,0,0,0,0,0,0
1754,9375,"Mungkin TGB bermaksud baik dgn dukung Jokowi, tp jgn lupa kasus fiktiF TGB dimaki2 di bandara Singapura oleh WNI Tionghoa (tokoh fiktif).'",0,0,0,0,0,0,0,0,0
1755,7685,"USER Samain aja, jual ke banci gih siapa tau laku'",0,1,0,0,0,0,0,0,0
1756,4191,Titit peler kontol baru jadi kupu-kupu',0,1,0,0,0,0,0,0,0
1757,3430,"KNP MENANG YA ANIES,SANDI? USER Hrs USUT KPU DKI,WALAU TELAT!DR AWAL SDH banyak YG G WAJAR!KAMPANYE,INTIMIDASI2!DLL",1,0,0,1,0,0,0,0,1
1758,4776,USER USER hahahaha junjungan yg kau puja2 yg punya salah lalu kau tuding ulah ahokers? kau yg dungu\xe2\x80\xa6 penuh kebencian\xe2\x80\xa6 tiap manusia itu selalu punya kesalahan namun kau anggap junjunganmu itu spt dewa yg tidak pernah salah\xe2\x80\xa6 \nnyembah Tuh,1,1,1,0,0,0,0,0,1
1759,2395,"Kakek nenek aku kristen, keduanya jadi mualaf setelah 2 anak dari total 11 anak. 2 anaknya gak ikut pindah islam, menurut mamaku sih mungkin kakek waktu itu pikir biarkan lah dia menemukan islam sendiri, 1 anak yg lahir muslim masuk kristen setelah menik",0,0,0,0,0,0,0,0,0
1760,5287,"USER Menisbatkan ketidaknetralan kata/bahasa hanya kepada proses pemaknaan, mengandaikan para pencipta kata hidup di ruang hampa sejarah/budaya.",0,0,0,0,0,0,0,0,0
1761,2788,"Mereka orang-orang musyrik menjadikan jin sebagai sekutu-sekutu Allah, padahal Allah yang menciptakan jin-jin itu (QS 6;100)",0,0,0,0,0,0,0,0,0
1762,2989,"Dana Haji di Embat ?! Saatnya Jokowi di Lengserkan ! Negara di gadaikan ke asing. Defisit semakin besar, APBN Amblass Turunkan JoKoWi",1,0,1,0,0,0,0,0,1
1763,3969,Juga dilakukan pembuatan sarana sanitasi berupa 30 jamban untuk 30 Kepala Keluarga (KK) dengan anggaran Rp2 juta per unit.',0,0,0,0,0,0,0,0,0
1764,6427,"Saat Paul Pogba Selebrasi Gol, Terdengar Tiruan Suara Monyet URL",0,0,0,0,0,0,0,0,0
1765,12580,"USER USER USER USER Mereka kan kaum pekok...bawaannya baperan Mulu....KL kata Junjunannya A....ngikut smua,dasar kaum dongo GK pnya pendirian yah....Malu2in in org Islam ajja'",1,1,0,1,1,0,0,0,0
1766,5787,"Sesungguhnya cinta tidak buta, ia hanya melumpuhkan logika. ~ Mario Teguh'",0,0,0,0,0,0,0,0,0
1767,8614,USER USER USER Loe Cebong dongo ya.... wkwkwk',1,1,1,0,0,0,0,0,1
1768,9181,Nasib ulama indonesia juga menyedihkan spt dirohingnya mrk ngritik dikatakan makar dimasukkan ke sel rezim jahat anti islam diktator,1,0,1,0,1,0,0,0,0
1769,3612,mereka itu gerindra antek ORBA yang deket dgn KKN,1,0,0,1,0,0,0,0,1
1770,12326,"Anggota DPR dan DPD yang terhormat, apakah posting YM termasuk PENIPUAN? Quran 4:91 Bunuhlah 8:12 Penggallah",1,0,0,1,1,0,0,0,0
1771,4755,USER goblok bgt dah anjing',1,1,1,0,0,0,0,0,1
1772,6355,"gausah sok-sokan kali mau ngurus lahan yang lain pak, cak lah ko urus dulu wakilmu itu kok dah betul baru lah ko ikut pilkada lagi ya ; #Pilgubsu2018 #sumut #register40 #BajakTanah #DjarotCalonNapi #PILKADA2018",1,0,1,0,0,0,0,0,1
1773,11860,"USER Kamu aja mainan hole baru, aku mau cari titit baru'",0,1,0,0,0,0,0,0,0
1774,10293,USER Gue aja gatau bom yang mana nukanya HAHAHAHAHA',0,0,0,0,0,0,0,0,0
1775,10755,Ada 204 Dugaan Pelanggaran ASN di Pilkada Sulawesi Tenggara,0,0,0,0,0,0,0,0,0
1776,11481,Wah edan itu fotosyut',0,1,0,0,0,0,0,0,0
1777,11720,Pengin gubernur baru gue,0,0,0,0,0,0,0,0,0
1778,2056,USER Apa sih sipit',0,0,0,0,0,0,0,0,0
1779,10928,lo boleh bangga politik Indonesia masuk itungan amrik dan cina... tapi sayang diitung bwt dijajah,1,0,1,0,0,1,0,0,0
1780,2683,Rezim jangan panik dan ketakutan dengan hashtag... #2019GantiPresiden,0,0,0,0,0,0,0,0,0
1781,8912,Sudirman Said Kritik Pemerintah Telantarkan Kawasan Industri ; #MbangunJatengMuktiBareng; #DirmanIda; Pemimpin Jawa Tengah #GantiAnyar; ; USER USER ; USER USER USER USER USER,0,0,0,0,0,0,0,0,0
1782,10991,RT USER Jokowi milih yang Cerdas Kali! Bukan anak buatan..,1,0,1,0,0,0,0,0,1
1783,4785,MASY DUSUN DUA DESA PULHU DEKLARASI ANTI HOAX &amp; PILKADA 2018 DAMAI,0,0,0,0,0,0,0,0,0
1784,5217,Aku benci betul kalau USER racun \xe2\x80\x9cAda tekannnn kaaaaaa?\xe2\x80\x9d BAAHAHAHAHAHAHAHAHHAHAH FAK YAHUDI!',1,1,1,0,1,0,0,0,0
1785,9970,"USER USER Kristen nusantara beiringan dngan budaya, agama ttap berjalan dan budaya lokal ttap terlestarikan.'",0,0,0,0,0,0,0,0,0
1786,6429,"USER :') u tau dia duduk bareng sama keluarganya aja vibe nya holkay bgt najis""",1,1,1,0,0,0,0,0,1
1787,9523,USER besar badan daripada titit :( huhu',0,1,0,0,0,0,0,0,0
1788,4979,Les Privat di Ulujami TK SD SMP SMA UN Simak UI SBMPTN - Matematika Fisika Kimia Biologi Akuntansi Ekonomi...,0,0,0,0,0,0,0,0,0
1789,6861,"orang jaman dulu kok tau pisang bisa ngobatin pusing? \xe2\x80\x93 Karena mengamati monyet, tidak pernah pusing.'",0,0,0,0,0,0,0,0,0
1790,5124,"USER Hahaha ini masih sebarisan yg panik gerindra-PD brkoalisi jd berusaha memecah koalisi lwn jkw,Panik ya Asal bunyi gini(anak SD bs jawab:Kalau sby dibalik rezim jkw,tak sulit Ahy jd cawapres jkw,kebagian menteri,gak bakal saling sindir dll..)",0,0,0,0,0,0,0,0,0
1791,951,USER USER USER USER USER USER USER USER USER USER USER USER USER Daripada kau Bodat KOMUNIS TOLOL',1,1,1,0,0,1,0,0,0
1792,9022,Satu persatu akhirnya smua ditumbangkan oleh Tangan Tuhan ..; Kuasa Tuhan tlah bekerja. ....; Karma tak pernah salah &amp; tak pernah ingkar janji ....; ; #MawaslahDiriSebelumBertindak,0,0,0,0,0,0,0,0,0
1793,5182,tangkap ahok dan klompok nya yg melakukan pemalsuan e KTP karna merupakan penghiyanat bagi bangsa dan negara,1,0,0,1,0,0,0,0,1
1794,1537,"Blom pernah ada yg tak menarik dlm hidup. Di dlm tampilan seorang yg paling culun skalipun, ada drama, komedi &amp; tragedi.'",0,0,0,0,0,0,0,0,0
1795,1632,Ngaca luh bolot URL,1,1,1,0,0,0,1,0,0
1796,1387,"Ikut salah satu Grup FB pro TGB sejak lama. Isinya ""rezim sekarang bla2, ulama masa depan bangsa"" dll dsb\n\nBegitu TGB dukung Jokowi, Nama grupnya ganti jadi Komando Ulama'",0,0,0,0,0,0,0,0,0
1797,2676,USER Taplak meja iya un \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',0,0,0,0,0,0,0,0,0
1798,5661,USER USER Banyak kacung kacung yg mulai menampakan diri membela majikanya yg china keparat utk tidak di proses hukum...kacung pada cari muka',1,1,0,1,0,1,0,0,0
1799,5350,RT USER: Kontol bengkok\xf0\x9f\x98\x86 URL,0,1,0,0,0,0,0,0,0
1800,5330,USER Embun dipagi buta',0,0,0,0,0,0,0,0,0
1801,903,"USER USER Jahahaha cebong kapir alay goblok munafik, jijik banget dah iyuuhhh'",1,1,1,0,1,0,0,0,0
1802,1860,"USER Aku juga punya temen yg kaya gitu. Dia lesbi ada alasannya kok, dan dia juga sadar kalau jalan yg dia pilih itu ga bener dan gakan bener utk masa depannya. Jadi katanya untuk main\xc2\xb2 di masa skrg aja gt dan aku yakin dia masih bisa sembuh",0,0,0,0,0,0,0,0,0
1803,7726,Pemprov DKI Bakal Bangun Pusat Jajanan Betawi di Ibu Kota - iNews #budaya #penelitian #berita,0,0,0,0,0,0,0,0,0
1804,12134,Ada yg bilang Jokowi diktator eh ternyata orangnya kirim surat ke KPK minta tunda pemeriksaan kurang bercermin itu orang.,1,0,1,0,0,0,0,0,1
1805,3156,"Lidah Buaya, Lidah Mertua, Gelombang Cinta..\n\nYa, tanaman hias adalah sarana curhat favorit botanist trubus mania'",0,0,0,0,0,0,0,0,0
1806,550,Jd cowo banyak bacot amat si ajg mau gua gampar aja rasanya []',1,1,1,0,0,0,0,0,1
1807,2534,RT USER Akhirx berhasil dikotak kotakan dibuat saling benci. Jaman sby gk gini2 amat,1,0,1,0,0,0,0,0,1
1808,10577,USER Indonesia 99% tetap ganti presiden kopanye nang ruhut #2019GantiPresiden #2019.,0,0,0,0,0,0,0,0,0
1809,3854,"Makin tua makin tidak berjiwa.\nMiskin kata miskin kalimat, sampai2 melukai perasaan para alim.\nMenarilah diatas puisimu yg dibisikkan oleh iblis laktatullah yg sdh melekat pd jiwamu.\nJika jiwa tk lagi berfungsi hati tak lagi tersentuh maka bersiaplah untuk menerima azab ALLAH.SWT'",0,1,0,0,0,0,0,0,0
1810,2342,"RT USER: jadi, setiap lewat tengah malam. jiwa sama raga nya ririn itu terpisah, jiwa nya ada di tempat gelap, sempit dan sepi. se\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1811,2825,Sejarah PKI. Antek komunis lg sok tersiksa URL,1,0,0,1,0,1,0,0,0
1812,5145,"ianya berlaku.\n\nPenderitaannya itu akhirnya sampai ke pengetahuan Abu Bakar as-Siddiq yang membeli Zinnirah dengan harga tinggi. Sejak itu, dia tekun beribadat dan dengan kurnia Allah, kedua-dua matanya yang buta itu bercahaya semula. Peristiwa yang me",0,0,0,0,0,0,0,0,0
1813,10177,Capres/ cawapres RI 1 nih pintar dan pro wong cillik dan tdk otoriter,0,0,0,0,0,0,0,0,0
1814,12775,"USER waow,,,,\ngara2 rezim jokowi,,,\nsatu periode lagi pakde'",0,0,0,0,0,0,0,0,0
1815,5843,Yang menyebabkan agama cacat adalah hawa nafsu. (HR. Asy-Syihaab)',0,0,0,0,0,0,0,0,0
1816,8837,"Pena ga ada tutupnya itu buat ku kaya cacat gitu. Gaenak diliat.. \nBahkan sekalipun tintanya udah abis, penanya harus dibuang sekalian sama tutup\xc2\xb2nya'",0,0,0,0,0,0,0,0,0
1817,5154,"USER lu bolot, lemot. masa gitu doang ga ngerti'",1,1,1,0,0,0,1,0,0
1818,11357,"USER \xe2\x99\xa1.\xe3\x80\x80Hinata sontak terkejut dan mengerjap beberapa saat. Untungnya, ia pernah belajar bahasa asing jadi ia bisa mengerti arti ucapan sosok yang baru ditemuinya ini.\n\n\xe3\x80\x80\xe3\x80\x80""Ah, selamat malam. Namaku Hyu",0,0,0,0,0,0,0,0,0
1819,3159,"Ni cara bicara org msh ingusan,, bicara ny sdh sngt ngawur dan keterlaluan,, dan akhir ny gue di block,, banci lo URL",1,1,1,0,0,0,0,1,0
1820,9939,GURU DESA SEI KANAN DEKLARASI ANTI HOAX &amp; PILKADA 2018 DAMAI,0,0,0,0,0,0,0,0,0
1821,10982,USER USER USER USER Seng gak seneng Islam Nusantara PKI.',1,0,0,1,1,0,0,0,0
